mode,n,p,k,runs,accuracy_mean,accuracy_min
mpi,120,1,3,1,0.916666666667,0.916666666667
mpi,120,2,3,1,0.916666666667,0.916666666667
sequential,120,1,3,1,0.916666666667,0.916666666667
