timestamp,hostname,git_commit,command,mode,n,p,k,rep,n_train,n_test,n_features,t_total,t_bcast,t_scatter,t_gather,t_comm,t_comp,t_comp_max,t_comp_mean,t_comp_min,t_comp_std,accuracy,flops,flops_per_sec,speedup,efficiency
2026-05-10T18:15:01-0500,n004,unknown,python src/knn_sequential.py --n 120 --k 3 --reps 1 --csv results/khipu_20260510_181458_job33368/raw_results.csv,sequential,120,1,3,0,96,24,64,0.015000009909272194,0.0,0.0,0.0,0.0,0.01499843702185899,0.01499843702185899,0.01499843702185899,0.01499843702185899,0.0,0.9166666666666666,444672,29647889.266856745,,
2026-05-10T18:15:04-0500,n004,unknown,python src/knn_mpi_v3.py --n 120 --k 3 --reps 1 --csv results/khipu_20260510_181458_job33368/raw_results.csv,mpi,120,1,3,0,96,24,64,0.00021167900000002016,4.955000000000931e-06,5.2213999999994876e-05,7.708000000022919e-06,6.487700000001873e-05,0.00014470599999999445,0.00014470599999999445,0.00014470599999999445,0.00014470599999999445,0.0,0.9166666666666666,444672,3072934087.0455756,,
2026-05-10T18:15:07-0500,n004,unknown,python src/knn_mpi_v3.py --n 120 --k 3 --reps 1 --csv results/khipu_20260510_181458_job33368/raw_results.csv,mpi,120,2,3,0,96,24,64,0.0002588209999999998,3.9918999999999805e-05,6.655399999999992e-05,9.293000000000062e-06,0.00011576599999999979,0.00013570300000000004,0.00013570300000000004,0.00012840000000000009,0.00012109700000000013,7.302999999999954e-06,0.9166666666666666,444672,3276803018.356262,,
